,SpeedMinimum,SpeedQ1,SpeedMedian,SpeedQ3,DistanceStartShapeCurvature,DistStartTrendAngle,DistStartTrendDevAmplitude,MaxDistPort,MinDistPort
6189,7.69,13.06,13.78,14.23,1.0,0.23,0.05,7.91,3.68
5578,6.05,8.33,10.08,12.72,1.0,0.16,5.39,35.09,18.43
1844,0.05,2.77,2.92,3.16,2.06,0.01,1.12,60.54,59.15
288,0.04,0.07,0.09,0.12,75.24,0.0,0.0,0.32,0.31
477,0.02,0.05,0.06,0.07,41.11,0.0,0.0,0.39,0.39
4848,4.36,17.29,17.83,18.26,1.0,0.31,2.14,21.06,0.04
1300,3.71,4.49,4.72,5.27,1.68,0.05,8.98,28.14,19.52
2125,0.0,0.05,0.07,0.1,1.67,0.0,0.12,0.39,0.28
4565,0.71,2.1,2.34,2.48,1.91,0.03,1.77,21.33,18.87
2290,3.33,4.79,5.1,5.35,1.66,0.01,7.22,25.1,17.79
6135,7.54,13.1,13.41,13.72,1.0,0.21,0.96,46.13,17.43
5137,0.3,0.59,1.12,1.42,2.04,-0.01,2.62,8.68,6.42
422,0.0,0.03,0.03,0.05,15.03,0.0,0.0,0.32,0.32
2639,3.08,5.13,5.26,5.46,1.15,0.07,4.17,26.11,14.73
4553,15.98,16.84,17.49,19.42,1.0,0.31,1.29,32.37,19.27
4059,8.0,11.65,12.61,13.57,1.0,0.21,5.27,35.1,1.21
2281,1.69,5.1,5.47,5.75,3.53,0.0,2.65,20.03,17.77
1182,12.68,14.5,14.66,14.91,1.0,0.25,1.18,37.11,5.47
998,0.01,15.6,16.11,16.49,1.04,0.28,29.09,17.48,0.03
4139,4.79,8.34,9.53,10.14,1.0,0.17,0.41,37.34,23.46
3368,1.25,1.97,2.26,5.34,1.34,0.01,6.42,34.46,29.97
2713,14.64,15.1,15.51,16.31,1.0,0.27,0.2,27.59,25.82
5426,3.33,4.67,5.15,7.96,1.14,0.08,7.54,31.28,17.79
935,0.1,0.19,0.25,0.32,15.82,0.0,0.04,0.35,0.31
4004,7.74,9.14,11.55,13.55,1.0,0.18,8.55,34.58,7.09
3541,0.46,1.64,1.87,2.15,1.01,0.03,0.26,38.25,35.88
1292,0.5,2.39,2.75,3.61,1.6,0.0,4.45,27.35,25.87
3706,1.4,2.53,2.69,2.8,1.0,0.04,0.23,80.58,77.0
5212,0.07,0.13,0.16,0.2,5.73,0.0,0.03,0.32,0.28
2394,1.77,4.91,5.12,5.34,3.48,0.0,2.86,20.31,17.71
2606,1.72,4.26,4.57,4.92,1.0,0.01,5.71,26.51,21.96
990,0.04,0.11,0.15,0.26,23.05,0.0,0.02,0.42,0.39
3920,0.36,1.13,1.7,3.21,4.64,0.0,0.52,45.17,44.5
2743,0.02,0.28,0.41,0.58,3.28,0.0,0.24,0.46,0.31
2219,1.89,3.95,4.18,5.17,1.22,0.04,4.04,26.13,17.42
1504,1.63,2.74,3.13,4.78,1.16,0.02,1.74,32.43,30.72
5033,11.11,16.7,17.44,18.31,1.0,0.28,1.34,13.62,0.34
5283,9.73,13.37,13.78,14.26,1.0,0.24,1.57,49.13,18.86
865,0.05,0.16,0.19,0.23,42.74,0.0,0.01,0.33,0.31
3044,11.78,14.31,15.68,16.75,1.0,0.26,0.92,35.16,24.61
2906,0.04,0.09,0.12,0.15,66.97,0.0,0.0,0.39,0.38
3885,1.62,4.59,5.95,8.0,1.02,0.12,2.38,51.7,43.2
5574,4.3,5.38,5.56,5.98,1.06,0.03,5.27,26.5,20.15
249,0.04,0.13,0.16,0.22,57.78,0.0,0.01,0.34,0.33
2519,2.67,4.24,4.45,5.85,1.35,0.03,4.81,21.4,16.41
5653,9.35,11.87,12.75,13.46,1.0,0.21,1.14,34.89,23.39
305,0.04,0.08,0.1,0.15,56.7,0.0,0.0,0.31,0.3
273,0.01,0.09,0.13,0.19,1.07,0.0,2.2,2.31,0.03
3362,1.71,2.22,2.36,2.49,1.0,0.04,0.21,27.83,26.42
5498,1.88,5.19,5.35,5.68,5.75,0.0,1.85,20.23,17.81
4463,9.44,13.81,14.05,14.44,1.0,0.24,0.11,11.67,4.65
4045,2.5,5.57,9.89,10.52,1.0,0.09,1.15,59.79,46.72
4283,9.89,10.96,11.31,11.78,1.0,0.19,0.35,37.39,24.88
2888,0.0,0.1,0.12,0.18,21.86,0.0,0.01,0.42,0.42
1473,2.64,15.27,15.94,16.35,1.29,0.13,14.47,39.5,27.32
2358,1.59,5.45,5.86,13.6,1.32,0.11,9.52,21.6,15.25
1704,0.43,2.42,2.6,2.95,1.08,0.08,5.76,25.53,22.89
109,0.01,0.06,0.08,0.11,17.97,0.0,0.01,0.34,0.33
4794,2.16,3.85,10.07,11.49,1.46,0.06,6.65,15.17,1.05
1445,0.66,3.16,5.66,6.24,1.0,0.05,2.29,44.43,36.71
2263,3.72,4.62,4.82,5.13,1.56,-0.02,5.32,25.15,21.81
1621,1.05,1.23,1.39,2.96,2.55,0.01,1.75,33.16,30.72
92,0.26,15.07,16.22,16.66,1.02,0.27,3.61,19.12,0.01
166,13.38,14.41,15.32,16.05,1.0,0.25,0.41,45.12,25.77
3093,1.93,4.8,4.92,5.04,1.07,0.03,2.93,23.2,14.25
3976,0.0,0.01,0.03,0.05,8.29,0.0,0.0,0.32,0.32
3578,0.0,0.05,0.07,0.32,1.07,0.0,0.64,0.37,0.01
1566,1.03,1.83,2.16,2.56,1.03,0.04,0.44,34.18,30.76
234,0.06,0.14,0.17,0.22,60.77,0.0,0.01,0.34,0.33
2318,1.37,3.89,4.09,4.45,1.0,0.04,1.41,27.02,21.8
4581,1.17,2.26,2.51,2.79,2.03,0.03,5.19,12.36,8.07
4286,15.14,16.54,17.73,18.77,1.0,0.28,0.11,42.97,40.06
3118,0.01,13.11,13.67,14.65,1.28,0.06,14.2,16.05,0.09
897,11.9,13.54,14.11,14.48,1.0,0.25,1.68,40.97,21.14
3542,2.45,6.0,6.91,16.24,1.09,0.09,7.0,38.07,25.95
961,14.23,14.57,15.07,15.64,1.0,0.26,0.23,25.13,18.42
466,0.02,0.05,0.06,0.07,37.86,0.0,0.0,0.39,0.39
4341,8.02,14.18,14.52,14.74,1.0,0.25,2.16,46.87,13.94
1269,0.96,1.83,3.71,3.99,2.63,0.0,2.04,19.32,18.42
6213,3.02,5.73,9.41,15.46,1.0,0.14,7.27,25.61,1.95
6227,5.05,5.28,5.67,6.13,1.02,0.13,6.04,25.37,0.91
3944,0.0,0.03,0.07,0.1,11.85,0.0,0.0,0.32,0.32
3370,1.58,6.73,15.65,15.93,1.07,0.27,21.29,34.85,16.43
1120,12.04,14.55,14.93,15.64,1.0,0.26,4.27,46.92,12.64
4480,8.09,15.74,16.13,16.77,1.0,0.28,0.55,43.48,4.8
3648,0.01,0.06,0.09,0.11,22.22,0.0,0.01,0.32,0.31
2498,3.28,4.99,5.18,5.43,4.22,0.0,3.38,20.23,17.83
5246,0.7,1.3,13.21,14.38,2.66,0.0,10.59,16.32,12.53
2367,4.0,4.28,4.61,4.77,1.97,-0.03,7.47,25.49,21.37
6103,1.06,11.95,12.76,13.12,1.0,0.21,3.97,30.5,0.26
5479,3.12,4.81,6.01,9.36,1.06,0.08,6.31,31.85,17.84
338,0.05,0.12,0.16,0.2,68.78,0.0,0.01,0.33,0.32
2916,0.01,0.07,0.09,0.11,34.77,0.0,0.0,0.39,0.38
5067,6.42,13.68,14.39,15.03,1.0,0.23,1.53,20.06,1.94
5900,12.04,13.52,13.94,14.44,1.0,0.23,0.15,44.74,37.92
4894,9.47,16.6,16.96,17.27,1.0,0.22,7.27,18.49,0.35
5284,7.68,13.47,13.87,14.3,1.01,0.24,1.72,29.31,0.02
389,12.21,15.12,15.3,15.64,1.0,0.27,2.97,32.99,21.9
3126,0.04,0.1,0.13,0.21,33.19,0.0,0.01,0.36,0.35
5785,3.3,5.17,5.66,6.4,1.56,0.06,6.32,21.14,13.93
436,1.72,3.84,4.59,5.36,1.14,0.09,4.56,50.57,35.45
5,0.02,0.08,0.1,0.15,30.78,0.0,0.01,0.32,0.32
5339,2.33,10.9,14.03,14.58,1.26,-0.24,58.52,23.36,4.24
2160,1.04,4.16,4.39,4.6,1.77,0.0,5.6,21.85,15.61
4113,0.0,0.02,0.02,0.03,12.18,0.0,0.0,0.36,0.35
3636,0.03,0.15,0.23,0.29,17.56,0.0,0.04,0.24,0.21
583,0.04,0.08,0.1,0.12,58.53,0.0,0.0,0.24,0.23
3192,14.51,15.55,15.96,16.38,1.0,0.28,0.35,44.39,24.9
5030,9.91,15.08,16.27,17.25,1.0,0.25,2.27,34.37,0.44
2882,1.27,4.55,4.67,4.82,1.0,0.08,0.9,67.28,53.58
1283,0.25,0.63,1.39,4.43,1.79,0.0,2.66,19.62,17.63
3917,0.39,1.3,1.66,4.53,5.96,0.0,0.45,45.12,44.56
2491,3.3,5.07,5.2,5.31,1.02,0.03,3.3,27.19,15.63
5684,0.57,10.56,11.99,15.13,1.0,0.21,7.57,25.27,3.82
4626,0.75,1.95,2.38,2.57,1.11,0.04,2.38,8.93,6.8
5908,8.46,10.31,10.76,11.54,1.0,0.18,6.14,50.87,31.53
643,0.04,0.09,0.1,0.13,41.78,0.0,0.01,0.24,0.23
570,0.03,0.07,0.08,0.11,13.27,0.0,0.02,0.24,0.23
5263,12.13,15.29,15.68,16.22,1.0,0.26,2.81,31.61,0.17
1070,12.35,14.58,15.04,16.09,1.0,0.26,0.19,16.65,5.06
4686,4.29,6.51,7.11,8.18,1.0,0.12,3.44,35.18,32.52
5136,0.3,0.59,1.31,14.53,1.43,0.0,12.99,15.76,7.15
5261,9.29,14.59,15.57,16.54,1.02,0.25,2.04,17.87,0.04
3,0.05,0.08,0.12,0.16,52.35,0.0,0.01,0.32,0.32
5993,3.42,5.25,6.23,6.93,1.03,0.09,1.42,47.44,35.59
2771,0.16,0.35,0.45,0.55,43.83,0.0,0.02,0.45,0.42
989,0.04,0.13,0.19,0.29,36.95,0.0,0.01,0.41,0.39
306,0.06,0.1,0.13,0.17,62.87,0.0,0.01,0.31,0.3
10,0.01,0.07,0.09,0.13,44.63,0.0,0.0,0.32,0.32
2062,0.66,13.6,14.8,15.49,1.45,0.07,11.59,15.7,0.02
5657,8.63,16.31,16.92,17.9,1.0,0.27,5.9,32.51,20.64
1426,0.74,1.71,1.99,2.19,1.0,0.03,0.5,53.25,49.69
4048,9.45,13.35,15.23,15.78,1.0,0.26,4.36,29.77,0.68
2052,0.01,0.06,0.09,0.14,16.91,0.0,0.01,0.27,0.26
682,0.0,0.02,0.03,0.04,22.53,0.0,0.0,0.36,0.36
2577,3.16,4.23,4.5,4.84,1.01,0.02,5.19,26.87,21.73
3099,2.4,5.71,5.99,6.16,1.01,0.08,0.59,24.47,14.67
5127,0.03,16.06,16.77,17.74,1.0,0.27,29.11,15.34,0.13
1088,15.27,15.51,15.99,16.7,1.0,0.27,0.19,55.02,17.75
4993,8.66,15.64,16.29,17.29,1.0,0.27,0.74,52.19,32.97
332,10.08,15.26,15.49,15.81,1.0,0.27,1.75,37.81,8.31
3807,5.35,9.38,14.52,16.57,1.0,0.24,0.51,51.44,29.82
5141,0.0,0.06,0.08,0.12,8.37,0.0,0.02,0.24,0.22
5856,9.31,15.85,16.07,16.35,1.0,0.27,0.76,22.25,2.64
473,0.01,0.03,0.04,0.05,30.01,0.0,0.0,0.39,0.39
1894,3.06,4.63,5.12,5.29,1.43,0.04,6.29,68.97,60.91
5921,7.06,14.53,14.9,15.38,1.0,0.26,1.73,34.93,25.67
459,0.01,0.04,0.05,0.06,20.93,0.0,0.01,0.4,0.39
4221,5.7,7.96,8.48,12.86,1.13,0.17,10.64,22.36,4.32
4849,4.36,17.87,18.19,18.65,1.0,0.32,2.03,16.94,0.04
4041,8.16,15.41,15.6,15.96,1.0,0.27,1.14,46.36,24.46
2287,1.44,4.88,5.26,5.44,3.78,-0.01,3.83,20.03,17.75
4309,6.77,11.98,12.21,12.46,1.0,0.21,0.42,22.75,17.61
3307,2.69,4.56,4.74,4.88,1.0,0.08,0.02,69.87,67.6
6056,3.79,4.31,6.15,6.58,2.44,0.01,6.62,21.23,14.38
2961,0.03,0.08,0.1,0.14,33.61,0.0,0.01,0.39,0.38
4570,0.27,0.78,1.79,2.09,2.15,0.01,1.48,19.2,17.37
2473,1.3,5.05,5.42,5.67,1.1,0.05,2.1,24.98,14.86
4749,5.15,6.81,6.95,7.28,1.0,0.12,0.11,201.83,198.13
1993,0.29,0.89,1.08,13.85,1.81,0.01,8.43,12.4,0.03
2034,0.0,0.05,0.1,0.14,1.02,0.0,16.71,15.94,0.14
2872,0.11,2.61,15.22,15.76,1.01,0.21,11.56,25.93,0.04
290,0.01,0.09,0.11,0.15,17.83,0.0,0.01,0.32,0.3
2777,0.12,0.25,0.33,0.51,58.69,0.0,0.01,0.45,0.43
3639,0.07,0.15,0.2,0.27,52.32,0.0,0.01,0.24,0.22
4832,0.0,0.04,0.04,0.05,6.72,0.0,0.0,0.35,0.35
1060,14.26,15.71,16.19,17.68,1.0,0.28,0.34,16.23,5.07
6116,8.34,9.37,11.64,12.78,1.0,0.15,2.75,35.09,23.37
5994,3.42,5.21,6.19,6.95,1.05,0.04,3.49,47.44,40.89
2962,0.03,0.09,0.13,0.18,48.79,0.0,0.01,0.39,0.38
2869,0.0,0.07,0.13,0.47,2.11,0.0,0.37,0.35,0.18
4465,3.35,6.94,7.24,7.7,1.62,0.06,6.31,21.03,4.29
2076,0.01,13.93,14.29,14.61,1.01,0.25,7.14,28.59,0.04
749,0.01,0.03,0.04,0.06,25.74,0.0,0.0,0.36,0.35
4196,3.49,7.11,8.04,8.3,1.0,0.13,1.43,17.67,1.39
2557,3.29,4.86,5.37,6.11,2.19,-0.02,6.01,26.74,21.3
2114,0.01,0.03,0.04,0.06,2.74,0.0,0.02,0.21,0.2
5367,4.0,4.79,4.95,5.19,2.64,0.0,4.54,28.92,22.45
1794,0.04,0.08,0.09,0.12,63.83,0.0,0.0,0.31,0.3
219,12.4,13.98,14.12,14.46,1.0,0.24,1.49,41.73,17.6
1242,0.72,1.4,2.01,2.33,1.38,0.02,6.72,45.64,37.07
1836,1.08,2.81,3.93,5.3,1.0,0.06,1.07,67.41,59.41
4698,8.33,17.02,17.28,18.09,1.0,0.12,20.63,29.52,18.64
835,0.01,0.08,0.1,0.14,25.36,0.0,0.01,0.35,0.34
3482,1.13,1.81,2.13,2.4,1.01,0.03,0.3,36.69,33.75
4909,0.84,1.96,5.31,5.63,1.05,-0.01,10.22,9.17,0.09
4530,0.17,0.34,0.46,0.59,1.06,0.01,4.49,33.57,31.87
1129,10.77,14.18,14.66,15.21,1.0,0.25,0.37,16.14,4.02
596,0.01,0.08,0.1,0.11,49.37,0.0,0.0,0.24,0.23
758,0.0,0.02,0.03,0.06,20.31,0.0,0.0,0.36,0.35
1930,2.31,4.3,4.58,4.99,1.02,0.05,2.15,81.51,71.22
654,0.02,0.07,0.09,0.12,1.05,0.0,3.42,3.54,0.04
2063,1.13,13.34,14.42,14.92,1.94,0.08,10.28,16.32,10.19
743,0.0,0.01,0.03,0.04,14.26,0.0,0.0,0.36,0.35
3660,0.08,13.06,13.45,14.61,1.0,0.22,4.76,35.98,0.04
5642,9.02,12.5,12.84,13.69,1.0,0.22,2.0,33.05,23.49
879,0.0,0.05,0.07,0.11,13.7,0.0,0.01,0.37,0.36
4195,3.94,8.01,8.16,8.33,1.0,0.14,0.39,25.73,7.25
4644,0.96,1.42,1.71,2.09,1.32,0.03,1.9,12.2,11.41
4179,1.49,5.56,6.22,6.52,1.0,0.06,1.34,6.94,1.91
2436,2.68,5.17,5.32,5.52,1.02,0.09,8.02,26.59,21.5
5282,0.74,1.64,2.98,12.64,1.72,0.0,7.09,143.08,136.62
3390,3.54,14.91,15.23,15.48,1.23,0.24,10.64,25.11,0.03
4281,7.97,13.6,13.92,14.38,1.0,0.23,0.57,21.71,3.23
4392,5.29,16.41,17.25,17.93,1.0,0.29,13.17,14.49,0.4
1877,0.74,1.28,1.52,1.97,1.22,0.01,1.97,150.32,145.04
1503,1.92,3.62,5.12,15.46,1.31,0.09,14.26,38.23,30.72
4916,9.19,13.59,15.54,17.02,1.0,0.23,8.82,19.15,2.61
782,0.0,0.02,0.03,0.04,17.44,0.0,0.0,0.36,0.36
1174,15.41,15.95,16.58,17.71,1.0,0.27,0.25,37.34,17.63
4167,3.19,9.5,10.29,10.65,1.0,0.07,3.21,51.68,44.31
2736,0.06,0.13,0.24,0.39,13.33,0.0,0.06,0.41,0.35
2365,3.59,4.56,4.69,5.08,1.71,0.0,3.45,25.49,21.43
2024,0.03,0.1,0.15,0.18,1.02,0.0,7.68,7.65,0.01
2439,1.84,4.49,4.64,4.85,1.0,0.06,1.76,26.6,15.99
3324,3.24,3.84,3.97,4.29,1.0,0.07,0.08,51.25,47.58
3701,0.66,0.95,1.24,1.54,1.0,0.02,0.67,35.01,34.11
4511,0.07,15.94,16.24,16.89,1.0,0.28,16.64,16.92,0.46
1018,0.0,0.08,0.1,0.19,14.84,0.0,0.01,0.38,0.37
1436,0.92,2.0,5.62,17.01,1.19,0.18,12.57,43.99,36.67
177,1.44,1.71,2.88,6.35,1.19,0.05,4.92,71.78,59.29
50,0.0,16.07,16.34,16.68,1.0,0.27,14.09,23.61,0.02
958,0.05,13.23,13.67,14.22,1.0,0.22,10.77,17.0,0.02
2112,0.0,0.03,0.05,0.1,1.12,0.0,0.21,0.43,0.2
3561,0.01,0.19,0.65,13.95,1.02,0.06,7.94,10.2,0.03
3812,2.98,4.39,5.58,6.6,1.0,0.09,0.69,60.47,46.11
4156,8.09,16.27,16.84,17.81,1.0,0.28,2.46,21.57,0.49
5177,4.43,14.4,15.24,16.55,1.24,0.09,2.86,8.79,0.1
5673,9.89,12.77,15.81,17.16,1.0,0.27,5.09,35.47,24.58
3883,8.0,12.64,14.14,14.61,1.0,0.24,1.08,34.63,8.1
1980,2.29,5.07,11.22,14.05,1.07,0.08,7.87,15.45,0.05
399,13.73,15.16,15.48,15.92,1.0,0.27,1.21,48.49,23.31
3048,14.91,15.74,15.96,16.92,1.0,0.28,1.43,27.78,1.73
2692,1.21,4.68,4.87,5.19,1.15,0.04,2.94,24.35,15.59
554,0.02,0.06,15.11,15.76,1.02,0.13,13.82,17.74,0.01
3552,14.04,15.18,16.92,19.19,1.0,0.29,0.56,15.09,2.06
3605,0.01,0.09,0.13,0.17,3.16,0.0,0.1,0.33,0.22
4024,6.17,10.84,11.17,11.67,1.0,0.19,1.31,27.43,15.75
3450,3.13,4.18,4.99,5.77,1.89,-0.05,12.46,28.9,19.62
2509,1.39,4.96,5.28,5.76,1.03,0.05,2.02,25.96,14.71
5287,6.46,11.12,12.68,13.26,1.0,0.21,0.92,28.3,0.03
2693,1.21,4.68,4.88,5.34,1.28,0.03,3.53,24.77,19.04
3488,0.88,2.57,3.25,5.23,1.6,0.02,1.26,37.08,32.99
1812,15.14,15.54,15.78,16.11,1.0,0.27,1.14,29.53,15.52
3833,10.58,14.12,14.33,14.67,1.0,0.25,0.43,34.0,26.68
2947,0.02,0.09,0.11,0.14,37.24,0.0,0.01,0.39,0.38
4348,5.76,9.72,14.71,16.86,1.1,0.29,2.26,4.02,0.11
386,2.4,3.32,3.57,5.12,1.0,0.07,1.45,30.4,17.25
5552,4.23,4.99,5.27,5.48,2.05,-0.04,9.81,25.65,21.33
3325,3.24,3.83,3.97,4.34,1.0,0.07,0.21,50.28,47.58
2171,3.76,5.21,5.41,5.56,1.03,0.08,3.47,27.93,14.94
4429,16.21,16.38,16.96,18.03,1.0,0.29,0.6,49.23,18.82
409,0.0,0.04,0.05,0.08,17.49,0.0,0.01,0.32,0.32
1451,1.22,2.16,2.41,2.69,1.0,0.04,0.86,45.13,40.14
5621,0.17,0.3,0.36,0.45,12.05,0.0,0.08,0.51,0.42
191,0.7,4.11,4.37,5.06,1.56,-0.02,10.59,49.78,48.69
4598,9.77,13.09,13.72,14.86,1.0,0.19,3.69,32.52,19.27
6184,3.64,4.69,5.57,6.53,1.14,-0.01,2.59,64.73,62.8
361,0.0,0.03,0.04,0.05,17.45,0.0,0.0,0.32,0.32
200,0.39,4.1,15.63,16.19,1.02,0.2,13.67,45.01,25.43
336,0.04,0.08,0.13,0.19,55.09,0.0,0.01,0.33,0.32
6157,3.17,6.11,6.46,6.78,1.0,0.11,1.69,48.5,31.24
5882,4.99,9.87,10.3,10.56,1.0,0.18,0.69,27.81,15.97
4827,6.99,11.08,12.62,13.96,1.0,0.19,1.0,36.18,21.36
4854,8.26,11.07,11.57,12.28,1.0,0.2,4.7,34.92,18.53
4807,9.79,14.27,15.22,16.4,1.0,0.25,0.27,53.97,12.52
2613,2.49,4.55,4.72,5.03,1.21,0.04,3.53,26.71,20.97
4766,9.97,15.79,16.67,17.05,1.0,0.22,3.48,36.09,3.04
3288,2.65,4.32,4.45,4.62,1.0,0.08,0.09,170.51,166.33
426,0.01,0.04,0.05,0.06,23.02,0.0,0.0,0.32,0.32
3490,0.85,2.38,2.6,3.0,1.28,0.04,1.5,29.94,23.91
5604,9.37,15.34,15.58,15.93,1.0,0.27,3.41,35.32,21.35
3725,2.92,12.06,13.72,15.39,1.0,0.16,9.38,25.07,0.06
5828,1.21,1.93,3.04,12.68,1.97,0.03,7.86,10.58,3.92
3927,7.4,7.75,8.24,9.06,1.01,0.12,3.43,10.3,0.16
6053,8.94,14.9,15.15,15.5,1.2,0.22,15.15,27.68,9.08
5928,11.06,11.94,12.9,14.33,1.0,0.23,1.72,34.9,25.49
5461,10.77,16.68,17.64,18.48,1.0,0.23,5.17,31.95,0.11
4096,0.01,0.05,0.07,0.1,12.55,0.0,0.02,0.24,0.23
3712,0.99,5.01,5.5,6.08,1.59,0.04,4.39,25.13,19.93
1287,0.72,2.05,2.48,4.75,1.39,0.02,2.09,25.59,19.42
4246,0.0,0.06,0.11,0.14,5.96,0.0,0.04,0.35,0.31
1574,0.62,1.83,2.06,2.44,1.01,0.04,0.39,26.88,21.1
766,0.0,0.03,0.04,0.05,22.83,0.0,0.0,0.36,0.36
1373,1.89,2.49,2.74,2.94,1.87,0.01,2.05,24.65,21.41
959,13.04,13.74,14.2,14.68,1.0,0.24,1.07,24.31,16.01
71,2.9,5.29,5.45,5.81,1.0,0.09,1.34,58.59,44.36
2438,2.7,4.55,4.68,4.83,1.0,0.06,2.33,26.6,22.64
5909,5.63,10.33,10.78,11.52,1.0,0.18,6.43,50.8,31.43
1334,12.76,15.1,15.4,15.98,1.0,0.26,0.16,32.52,29.44
169,1.7,4.51,4.93,5.4,1.0,0.08,1.46,61.24,51.7
3953,3.44,5.76,5.99,7.06,1.0,0.1,1.95,17.6,8.28
1846,0.36,0.8,1.0,1.34,1.16,0.01,0.39,76.26,74.57
5315,8.51,13.49,13.92,14.22,1.0,0.22,5.9,19.47,2.12
951,0.07,0.18,0.21,0.27,15.94,0.0,0.03,0.38,0.34
4793,1.11,2.94,9.23,10.62,2.03,0.03,5.37,15.17,5.82
1342,0.18,2.21,2.35,2.63,1.0,0.03,2.12,73.27,67.52
1895,2.09,4.16,4.55,5.7,1.46,0.01,4.68,68.97,59.41
97,15.75,15.96,16.25,17.01,1.0,0.28,0.08,28.13,19.56
2047,0.02,0.07,0.1,0.17,1.32,0.0,0.15,0.33,0.18
5164,0.45,0.89,9.03,14.45,1.25,0.11,10.54,15.56,7.21
1183,11.95,16.19,16.63,17.04,1.0,0.29,0.26,41.28,17.2
4642,0.91,1.66,1.87,2.08,1.02,0.04,0.45,15.97,9.28
4382,9.27,16.06,16.55,17.1,1.0,0.28,0.54,26.79,0.41
3289,3.38,4.02,4.26,4.48,1.0,0.07,0.28,77.24,74.2
5514,3.91,4.73,5.5,11.68,1.0,0.12,6.42,26.57,20.23
1577,0.84,1.8,2.15,2.36,1.0,0.04,0.18,21.92,16.18
3517,3.61,4.13,4.44,5.1,1.57,-0.06,17.83,42.11,28.61
4902,7.4,9.86,10.67,12.66,1.0,0.18,0.77,13.1,1.16
4254,7.44,12.47,12.94,13.51,1.0,0.23,1.81,36.09,17.24
4812,9.75,14.88,15.29,16.16,1.0,0.26,0.32,53.25,24.53
6125,9.25,11.41,11.85,12.5,1.0,0.16,3.43,34.75,18.68
1093,15.02,15.32,15.8,16.23,1.0,0.27,0.06,48.76,15.34
3038,0.1,16.77,17.16,17.38,1.0,0.29,29.21,22.62,0.05
3402,1.7,2.15,2.27,2.39,1.0,0.04,0.12,23.65,18.71
2476,2.81,4.45,4.85,5.1,1.42,0.06,5.46,27.34,16.51
316,0.08,14.65,15.04,15.46,1.0,0.25,3.17,23.99,0.07
4443,15.61,15.9,16.52,17.32,1.0,0.28,1.44,45.27,0.53
132,0.01,0.08,0.09,0.11,45.64,0.0,0.0,0.36,0.36
1770,13.39,16.34,17.06,18.02,1.0,0.28,2.39,45.42,5.2
2666,0.78,5.04,5.44,5.84,1.06,0.07,2.96,27.05,21.25
1494,0.96,2.45,2.8,4.68,2.76,0.0,3.27,35.06,30.18
4130,9.1,17.02,17.22,17.43,1.0,0.29,15.22,31.63,19.76
1667,0.84,1.37,2.06,3.05,1.0,0.03,0.97,37.28,34.09
299,0.04,0.09,0.13,0.23,55.33,0.0,0.01,0.31,0.3
3653,0.0,0.06,0.08,0.12,20.01,0.0,0.0,0.33,0.32
616,0.07,0.11,0.14,0.18,18.21,0.0,0.02,0.24,0.23
5608,0.46,1.67,5.42,6.16,1.01,0.07,1.6,95.28,90.09
4900,7.4,13.76,15.84,16.14,1.0,0.23,9.87,19.56,2.97
1059,12.25,15.67,16.16,17.29,1.0,0.27,0.3,25.57,13.51
2053,0.02,0.06,0.12,0.17,27.65,0.0,0.01,0.27,0.26
3870,8.76,15.06,15.42,15.7,1.0,0.27,0.76,27.69,18.18
5643,7.59,12.81,13.53,14.46,1.0,0.23,1.62,34.9,23.49
3690,3.22,5.02,5.23,5.44,1.42,0.04,4.43,59.15,51.88
2231,3.76,4.94,5.27,5.68,1.49,0.02,8.65,28.02,17.72
1143,11.7,15.4,16.1,17.09,1.0,0.27,0.47,19.85,3.49
703,0.01,0.03,0.04,0.05,20.86,0.0,0.0,0.36,0.36
2417,1.24,4.54,5.31,5.62,1.95,0.02,6.69,22.11,15.47
1128,14.41,14.84,15.4,16.05,1.0,0.26,0.04,35.35,17.76
5754,9.5,16.49,17.08,17.46,1.12,0.29,16.79,31.29,0.05
3909,3.03,4.37,5.81,6.58,1.0,0.1,2.89,50.0,45.49
3449,2.39,4.24,5.12,15.26,1.17,0.12,14.01,33.46,19.62
414,0.01,0.03,0.05,0.06,24.75,0.0,0.0,0.32,0.32
5389,1.29,4.65,5.01,5.58,4.41,0.0,2.72,20.18,17.84
211,0.03,0.08,0.1,0.15,27.15,0.0,0.01,0.32,0.32
4495,9.64,16.47,16.87,17.73,1.0,0.29,0.08,33.57,4.83
6009,10.92,14.62,15.04,16.09,1.0,0.25,0.87,143.38,134.73
5238,0.0,0.03,0.06,0.15,11.34,0.0,0.01,0.28,0.28
3764,0.04,0.09,0.15,11.04,2.11,0.01,3.14,2.93,0.02
5714,10.52,12.98,13.66,14.82,1.0,0.23,0.44,90.01,69.2
2122,0.0,0.03,0.04,0.05,20.68,0.0,0.0,0.35,0.35
5589,4.65,5.66,5.85,6.18,1.0,0.1,0.15,52.76,48.07
2722,0.73,4.88,5.19,5.58,2.45,0.0,5.95,87.51,83.62
1646,1.35,1.95,2.02,2.16,1.0,0.04,0.26,50.43,44.48
940,0.06,0.13,0.16,0.22,23.31,0.0,0.02,0.36,0.34
6220,1.05,2.45,5.53,6.2,2.34,0.0,1.95,13.09,11.06
5999,10.14,11.92,13.45,14.35,1.0,0.22,1.12,35.65,30.89
2451,2.86,4.75,5.24,5.69,1.4,0.02,8.81,27.82,17.77
